,model_type,r2,mse,impute
7007,RAD - 0.5,0.7745,19.0788,mean
7008,RAD - 0.5,0.7766,18.9045,mean
7009,RAD - 0.5,0.7774,18.8377,mean
7010,RAD - 0.5,0.7765,18.9099,mean
7011,RAD - 0.5,0.7761,18.9514,mean
7012,RAD - 0.5,0.7773,18.8426,mean
7013,RAD - 0.5,0.7765,18.9159,mean
7014,RAD - 0.5,0.7734,19.1724,mean
7015,RAD - 0.5,0.7765,18.9123,mean
7016,RAD - 0.5,0.7767,18.8946,mean
7017,RAD - 0.5,0.7767,18.897,mean
7018,RAD - 0.5,0.776,18.9572,mean
7019,RAD - 0.5,0.7763,18.9321,mean
7020,RAD - 0.5,0.777,18.8688,mean
7021,RAD - 0.5,0.7775,18.8303,mean
7022,RAD - 0.5,0.7717,19.32,mean
7023,RAD - 0.5,0.7748,19.0613,mean
7024,RAD - 0.5,0.777,18.8749,mean
7025,RAD - 0.5,0.7758,18.9715,mean
7026,RAD - 0.5,0.7763,18.9319,mean
7027,RAD - 0.5,0.7762,18.9404,mean
7028,RAD - 0.5,0.7757,18.9792,mean
7029,RAD - 0.5,0.777,18.8686,mean
7030,RAD - 0.5,0.7769,18.8768,mean
7031,RAD - 0.5,0.7744,19.0936,mean
7032,RAD - 0.5,0.7748,19.06,mean
7033,RAD - 0.5,0.7764,18.9207,mean
7034,RAD - 0.5,0.7759,18.9616,mean
7035,RAD - 0.5,0.7749,19.0486,mean
7036,RAD - 0.5,0.7761,18.9474,mean
7037,RAD - 0.5,0.7715,19.3333,mean
7038,RAD - 0.5,0.7766,18.903,mean
7039,RAD - 0.5,0.776,18.9519,mean
7040,RAD - 0.5,0.773,19.2083,mean
7041,RAD - 0.5,0.7743,19.1023,mean
7042,RAD - 0.5,0.7772,18.8575,mean
7043,RAD - 0.5,0.7751,19.0302,mean
7044,RAD - 0.5,0.7758,18.9701,mean
7045,RAD - 0.5,0.7765,18.9165,mean
7046,RAD - 0.5,0.7742,19.1103,mean
7047,RAD - 0.5,0.7757,18.9838,mean
7048,RAD - 0.5,0.7758,18.9715,mean
7049,RAD - 0.5,0.777,18.8723,mean
7050,RAD - 0.5,0.7752,19.0245,mean
7051,RAD - 0.5,0.7767,18.8984,mean
7052,RAD - 0.5,0.7763,18.9345,mean
7053,RAD - 0.5,0.7762,18.9364,mean
7054,RAD - 0.5,0.7752,19.0241,mean
7055,RAD - 0.5,0.7777,18.8097,mean
7056,RAD - 0.5,0.7715,19.3351,mean
7057,RAD - 0.5,0.7775,18.826,mean
7058,RAD - 0.5,0.7758,18.9766,mean
7059,RAD - 0.5,0.7754,19.0106,mean
7060,RAD - 0.5,0.7763,18.9291,mean
7061,RAD - 0.5,0.7761,18.9473,mean
7062,RAD - 0.5,0.7754,19.0044,mean
7063,RAD - 0.5,0.7768,18.8906,mean
7064,RAD - 0.5,0.7751,19.0348,mean
7065,RAD - 0.5,0.778,18.783,mean
7066,RAD - 0.5,0.7758,18.9691,mean
7067,RAD - 0.5,0.7766,18.9074,mean
7068,RAD - 0.5,0.7763,18.9284,mean
7069,RAD - 0.5,0.7735,19.1651,mean
7070,RAD - 0.5,0.7758,18.9738,mean
7071,RAD - 0.5,0.7766,18.9017,mean
7072,RAD - 0.5,0.7771,18.8597,mean
7073,RAD - 0.5,0.7762,18.9401,mean
7074,RAD - 0.5,0.7773,18.8421,mean
7075,RAD - 0.5,0.778,18.784,mean
7076,RAD - 0.5,0.7774,18.8388,mean
7077,RAD - 0.5,0.7769,18.8771,mean
7078,RAD - 0.5,0.775,19.0433,mean
7079,RAD - 0.5,0.7752,19.0237,mean
7080,RAD - 0.5,0.7769,18.8808,mean
7081,RAD - 0.5,0.7756,18.991,mean
7082,RAD - 0.5,0.7773,18.8457,mean
7083,RAD - 0.5,0.7766,18.9033,mean
7084,RAD - 0.5,0.7731,19.2045,mean
7085,RAD - 0.5,0.7775,18.832,mean
7086,RAD - 0.5,0.7767,18.8958,mean
7087,RAD - 0.5,0.7769,18.884,mean
7088,RAD - 0.5,0.7762,18.9412,mean
7089,RAD - 0.5,0.7751,19.0361,mean
7090,RAD - 0.5,0.7752,19.0269,mean
7091,RAD - 0.5,0.7757,18.9777,mean
7092,RAD - 0.5,0.776,18.9554,mean
7093,RAD - 0.5,0.7758,18.9723,mean
7094,RAD - 0.5,0.7759,18.9617,mean
7095,RAD - 0.5,0.7752,19.0262,mean
7096,RAD - 0.5,0.7761,18.948,mean
7097,RAD - 0.5,0.7737,19.1545,mean
7098,RAD - 0.5,0.7766,18.9067,mean
7099,RAD - 0.5,0.7753,19.0183,mean
7100,RAD - 0.5,0.7758,18.9717,mean
7101,RAD - 0.5,0.7762,18.9378,mean
7102,RAD - 0.5,0.776,18.9595,mean
7103,RAD - 0.5,0.7756,18.9904,mean
7104,RAD - 0.5,0.7766,18.9073,mean
7105,RAD - 0.5,0.7758,18.9751,mean
7106,RAD - 0.5,0.776,18.9582,mean
7107,RAD - 0.5,0.7762,18.9402,mean
7108,RAD - 0.5,0.7767,18.8977,mean
7109,RAD - 0.5,0.7743,19.1008,mean
7110,RAD - 0.5,0.775,19.0438,mean
7111,RAD - 0.5,0.7749,19.0453,mean
7112,RAD - 0.5,0.7775,18.8307,mean
7113,RAD - 0.5,0.7758,18.9721,mean
7114,RAD - 0.5,0.774,19.1258,mean
7115,RAD - 0.5,0.7766,18.9022,mean
7116,RAD - 0.5,0.7766,18.9025,mean
7117,RAD - 0.5,0.7769,18.8774,mean
7118,RAD - 0.5,0.7767,18.8939,mean
7119,RAD - 0.5,0.7766,18.9061,mean
7120,RAD - 0.5,0.7756,18.9917,mean
7121,RAD - 0.5,0.7771,18.8636,mean
7122,RAD - 0.5,0.7766,18.9019,mean
7123,RAD - 0.5,0.7767,18.8973,mean
7124,RAD - 0.5,0.7767,18.8954,mean
7125,RAD - 0.5,0.7759,18.9632,mean
7126,RAD - 0.5,0.7749,19.0491,mean
7127,RAD - 0.5,0.7769,18.8796,mean
7128,RAD - 0.5,0.7769,18.8789,mean
7129,RAD - 0.5,0.7766,18.9057,mean
7130,RAD - 0.5,0.777,18.8734,mean
7131,RAD - 0.5,0.775,19.0385,mean
7132,RAD - 0.5,0.7761,18.9487,mean
7133,RAD - 0.5,0.7773,18.8439,mean
7134,RAD - 0.5,0.777,18.87,mean
7135,RAD - 0.5,0.7752,19.0218,mean
7136,RAD - 0.5,0.7763,18.9338,mean
7137,RAD - 0.5,0.7776,18.8191,mean
7138,RAD - 0.5,0.7749,19.0454,mean
7139,RAD - 0.5,0.7762,18.9409,mean
7140,RAD - 0.5,0.7744,19.0957,mean
7141,RAD - 0.5,0.7767,18.8972,mean
7142,RAD - 0.5,0.7753,19.0144,mean
7143,RAD - 0.5,0.7759,18.961,mean
7144,RAD - 0.5,0.7796,18.6514,mean
7145,RAD - 0.5,0.7773,18.8459,mean
7146,RAD - 0.5,0.7738,19.1402,mean
7147,RAD - 0.5,0.7759,18.9635,mean
7148,RAD - 0.5,0.776,18.9589,mean
7149,RAD - 0.5,0.7764,18.921,mean
7150,RAD - 0.5,0.7754,19.0065,mean
7151,RAD - 0.5,0.7742,19.1058,mean
7152,RAD - 0.5,0.7776,18.8184,mean
7153,RAD - 0.5,0.7765,18.9113,mean
7154,RAD - 0.5,0.7777,18.8132,mean
7155,RAD - 0.5,0.7776,18.8236,mean
7156,RAD - 0.5,0.7763,18.9309,mean
7157,RAD - 0.5,0.7761,18.9458,mean
7158,RAD - 0.5,0.7758,18.9739,mean
7159,RAD - 0.5,0.776,18.9597,mean
7160,RAD - 0.5,0.7768,18.8917,mean
7161,RAD - 0.5,0.775,19.0394,mean
7162,RAD - 0.5,0.7765,18.9165,mean
7163,RAD - 0.5,0.7771,18.8638,mean
7164,RAD - 0.5,0.7759,18.9636,mean
7165,RAD - 0.5,0.7749,19.0477,mean
7166,RAD - 0.5,0.7765,18.9124,mean
7167,RAD - 0.5,0.7782,18.7737,mean
7168,RAD - 0.5,0.7768,18.8892,mean
7169,RAD - 0.5,0.7759,18.9671,mean
7170,RAD - 0.5,0.7753,19.0152,mean
7171,RAD - 0.5,0.7768,18.8891,mean
7172,RAD - 0.5,0.7755,18.9952,mean
7173,RAD - 0.5,0.7768,18.8872,mean
7174,RAD - 0.5,0.7788,18.721,mean
7175,RAD - 0.5,0.7773,18.8443,mean
7176,RAD - 0.5,0.7752,19.0195,mean
7177,RAD - 0.5,0.7773,18.8489,mean
7178,RAD - 0.5,0.7752,19.0253,mean
7179,RAD - 0.5,0.7753,19.0183,mean
7180,RAD - 0.5,0.7788,18.7182,mean
7181,RAD - 0.5,0.7756,18.9918,mean
7182,RAD - 0.5,0.7753,19.0154,mean
7183,RAD - 0.5,0.7762,18.9402,mean
7184,RAD - 0.5,0.7764,18.9228,mean
7185,RAD - 0.5,0.7762,18.9422,mean
7186,RAD - 0.5,0.7775,18.8299,mean
7187,RAD - 0.5,0.7756,18.9876,mean
7188,RAD - 0.5,0.7762,18.9367,mean
7189,RAD - 0.5,0.7758,18.9751,mean
7190,RAD - 0.5,0.7748,19.0537,mean
7191,RAD - 0.5,0.7764,18.9195,mean
7192,RAD - 0.5,0.7742,19.1103,mean
7193,RAD - 0.5,0.7769,18.8836,mean
7194,RAD - 0.5,0.7769,18.8836,mean
7195,RAD - 0.5,0.7757,18.9796,mean
7196,RAD - 0.5,0.7759,18.9608,mean
7197,RAD - 0.5,0.7741,19.1206,mean
7198,RAD - 0.5,0.7752,19.0237,mean
7199,RAD - 0.5,0.7755,18.9987,mean
7200,RAD - 0.5,0.7749,19.047,mean
7201,RAD - 0.5,0.7767,18.8985,mean
7202,RAD - 0.5,0.7779,18.7914,mean
7203,RAD - 0.5,0.7759,18.9681,mean
7204,RAD - 0.5,0.7759,18.9627,mean
7205,RAD - 0.5,0.7769,18.8781,mean
7206,RAD - 0.5,0.7759,18.9659,mean
7207,RAD - 0.5,0.7737,19.1499,mean
7208,RAD - 0.5,0.775,19.0415,mean
7209,RAD - 0.5,0.7746,19.0712,mean
7210,RAD - 0.5,0.7772,18.857,mean
7211,RAD - 0.5,0.7762,18.9384,mean
7212,RAD - 0.5,0.7758,18.9742,mean
7213,RAD - 0.5,0.7754,19.011,mean
7214,RAD - 0.5,0.7757,18.983,mean
7215,RAD - 0.5,0.7773,18.8444,mean
7216,RAD - 0.5,0.7767,18.8959,mean
7217,RAD - 0.5,0.7765,18.911,mean
7218,RAD - 0.5,0.7762,18.9431,mean
7219,RAD - 0.5,0.7766,18.9063,mean
7220,RAD - 0.5,0.7775,18.8311,mean
7221,RAD - 0.5,0.7755,18.9989,mean
7222,RAD - 0.5,0.7772,18.8545,mean
7223,RAD - 0.5,0.7769,18.8813,mean
7224,RAD - 0.5,0.7768,18.891,mean
7225,RAD - 0.5,0.7769,18.8776,mean
7226,RAD - 0.5,0.7769,18.8788,mean
7227,RAD - 0.5,0.7767,18.8976,mean
7228,RAD - 0.5,0.7749,19.0472,mean
7229,RAD - 0.5,0.7767,18.8994,mean
7230,RAD - 0.5,0.7779,18.7977,mean
7231,RAD - 0.5,0.7752,19.0251,mean
7232,RAD - 0.5,0.773,19.2076,mean
7233,RAD - 0.5,0.7694,19.5139,mean
7234,RAD - 0.5,0.7749,19.0464,mean
7235,RAD - 0.5,0.7757,18.9796,mean
7236,RAD - 0.5,0.7775,18.8254,mean
7237,RAD - 0.5,0.778,18.7889,mean
7238,RAD - 0.5,0.7756,18.988,mean
7239,RAD - 0.5,0.776,18.9532,mean
7240,RAD - 0.5,0.7762,18.9379,mean
7241,RAD - 0.5,0.7762,18.9382,mean
7242,RAD - 0.5,0.7767,18.8993,mean
7243,RAD - 0.5,0.7752,19.0228,mean
7244,RAD - 0.5,0.7754,19.0109,mean
7245,RAD - 0.5,0.7702,19.4496,mean
7246,RAD - 0.5,0.7762,18.9386,mean
7247,RAD - 0.5,0.7763,18.9338,mean
7248,RAD - 0.5,0.7766,18.9068,mean
7249,RAD - 0.5,0.775,19.0408,mean
7250,RAD - 0.5,0.7769,18.882,mean
7251,RAD - 0.5,0.7771,18.863,mean
7252,RAD - 0.5,0.7747,19.0618,mean
7253,RAD - 0.5,0.7695,19.5019,mean
7254,RAD - 0.5,0.7762,18.938,mean
7255,RAD - 0.5,0.7745,19.0813,mean
7256,RAD - 0.5,0.7765,18.9144,mean
7257,RAD - 0.5,0.7774,18.8374,mean
7258,RAD - 0.5,0.7756,18.9875,mean
7259,RAD - 0.5,0.7763,18.9323,mean
7260,RAD - 0.5,0.7756,18.9916,mean
7261,RAD - 0.5,0.7752,19.0273,mean
7262,RAD - 0.5,0.7766,18.9051,mean
7263,RAD - 0.5,0.7755,18.9966,mean
7264,RAD - 0.5,0.7776,18.8243,mean
7265,RAD - 0.5,0.7772,18.856,mean
7266,RAD - 0.5,0.7755,18.998,mean
7267,RAD - 0.5,0.7747,19.0624,mean
7268,RAD - 0.5,0.7757,18.9776,mean
7269,RAD - 0.5,0.777,18.8754,mean
7270,RAD - 0.5,0.7763,18.934,mean
7271,RAD - 0.5,0.7772,18.8573,mean
7272,RAD - 0.5,0.7753,19.0115,mean
7273,RAD - 0.5,0.7745,19.0866,mean
7274,RAD - 0.5,0.7743,19.1038,mean
7275,RAD - 0.5,0.7757,18.9784,mean
7276,RAD - 0.5,0.7757,18.9784,mean
7277,RAD - 0.5,0.7754,19.0033,mean
7278,RAD - 0.5,0.7767,18.8982,mean
7279,RAD - 0.5,0.7766,18.9043,mean
7280,RAD - 0.5,0.7756,18.9857,mean
7281,RAD - 0.5,0.7763,18.9328,mean
7282,RAD - 0.5,0.7767,18.8966,mean
7283,RAD - 0.5,0.7774,18.8384,mean
7284,RAD - 0.5,0.7764,18.9218,mean
7285,RAD - 0.5,0.7756,18.9873,mean
7286,RAD - 0.5,0.7735,19.1667,mean
7287,RAD - 0.5,0.7791,18.6913,mean
7288,RAD - 0.5,0.775,19.0394,mean
7289,RAD - 0.5,0.7762,18.943,mean
7290,RAD - 0.5,0.7776,18.8236,mean
7291,RAD - 0.5,0.7778,18.8079,mean
7292,RAD - 0.5,0.7766,18.9076,mean
7293,RAD - 0.5,0.7766,18.9072,mean
7294,RAD - 0.5,0.7767,18.8934,mean
7295,RAD - 0.5,0.7768,18.8867,mean
7296,RAD - 0.5,0.7772,18.8564,mean
7297,RAD - 0.5,0.7748,19.0562,mean
7298,RAD - 0.5,0.7685,19.5914,mean
7299,RAD - 0.5,0.7752,19.0244,mean
7300,RAD - 0.5,0.7756,18.9892,mean
7301,RAD - 0.5,0.7753,19.0159,mean
7302,RAD - 0.5,0.7775,18.8261,mean
7303,RAD - 0.5,0.7763,18.9313,mean
7304,RAD - 0.5,0.7771,18.8629,mean
7305,RAD - 0.5,0.7754,19.0065,mean
7306,RAD - 0.5,0.7739,19.1302,mean
7307,RAD - 0.5,0.7768,18.8911,mean
7308,RAD - 0.5,0.7772,18.851,mean
7309,RAD - 0.5,0.775,19.043,mean
7310,RAD - 0.5,0.776,18.9594,mean
7311,RAD - 0.5,0.7763,18.9271,mean
7312,RAD - 0.5,0.7769,18.8828,mean
7313,RAD - 0.5,0.7764,18.9223,mean
7314,RAD - 0.5,0.7764,18.9197,mean
7315,RAD - 0.5,0.7752,19.0255,mean
7316,RAD - 0.5,0.7768,18.8918,mean
7317,RAD - 0.5,0.7761,18.9436,mean
7318,RAD - 0.5,0.7763,18.9344,mean
7319,RAD - 0.5,0.7755,18.9997,mean
7320,RAD - 0.5,0.7763,18.931,mean
7321,RAD - 0.5,0.7752,19.0209,mean
7322,RAD - 0.5,0.7759,18.968,mean
7323,RAD - 0.5,0.7766,18.9094,mean
7324,RAD - 0.5,0.7754,19.0061,mean
7325,RAD - 0.5,0.7757,18.9833,mean
7326,RAD - 0.5,0.7769,18.8759,mean
7327,RAD - 0.5,0.7752,19.0258,mean
7328,RAD - 0.5,0.7725,19.2481,mean
7329,RAD - 0.5,0.7776,18.8189,mean
7330,RAD - 0.5,0.7757,18.9804,mean
7331,RAD - 0.5,0.7767,18.8947,mean
7332,RAD - 0.5,0.777,18.8688,mean
7333,RAD - 0.5,0.7771,18.8661,mean
7334,RAD - 0.5,0.776,18.9581,mean
7335,RAD - 0.5,0.7762,18.9354,mean
7336,RAD - 0.5,0.7771,18.8616,mean
7337,RAD - 0.5,0.7757,18.9772,mean
7338,RAD - 0.5,0.776,18.9556,mean
7339,RAD - 0.5,0.7761,18.9484,mean
7340,RAD - 0.5,0.7776,18.8208,mean
7341,RAD - 0.5,0.779,18.7014,mean
7342,RAD - 0.5,0.7757,18.9804,mean
7343,RAD - 0.5,0.7757,18.9787,mean
7344,RAD - 0.5,0.7756,18.9865,mean
7345,RAD - 0.5,0.7771,18.8646,mean
7346,RAD - 0.5,0.7759,18.9615,mean
7347,RAD - 0.5,0.7763,18.9298,mean
7348,RAD - 0.5,0.776,18.9555,mean
7349,RAD - 0.5,0.7755,18.9944,mean
7350,RAD - 0.5,0.7755,18.9995,mean
7351,RAD - 0.5,0.7747,19.067,mean
7352,RAD - 0.5,0.7746,19.0784,mean
7353,RAD - 0.5,0.7762,18.9405,mean
7354,RAD - 0.5,0.7771,18.8599,mean
7355,RAD - 0.5,0.7765,18.917,mean
7356,RAD - 0.5,0.774,19.1294,mean
7357,RAD - 0.5,0.7731,19.1974,mean
7358,RAD - 0.5,0.7752,19.0237,mean
7359,RAD - 0.5,0.7769,18.8768,mean
7360,RAD - 0.5,0.7761,18.9513,mean
7361,RAD - 0.5,0.7761,18.9438,mean
7362,RAD - 0.5,0.7755,18.9986,mean
7363,RAD - 0.5,0.7719,19.3018,mean
7364,RAD - 0.5,0.7773,18.8424,mean
7365,RAD - 0.5,0.7755,18.9962,mean
7366,RAD - 0.5,0.7762,18.9401,mean
7367,RAD - 0.5,0.7752,19.0273,mean
7368,RAD - 0.5,0.7772,18.8535,mean
7369,RAD - 0.5,0.7774,18.8353,mean
7370,RAD - 0.5,0.7755,18.9987,mean
7371,RAD - 0.5,0.7764,18.9199,mean
7372,RAD - 0.5,0.7763,18.9293,mean
7373,RAD - 0.5,0.7765,18.9117,mean
7374,RAD - 0.5,0.7768,18.8841,mean
7375,RAD - 0.5,0.7745,19.0798,mean
7376,RAD - 0.5,0.7748,19.0545,mean
7377,RAD - 0.5,0.7771,18.8652,mean
7378,RAD - 0.5,0.777,18.8701,mean
7379,RAD - 0.5,0.7762,18.9389,mean
7380,RAD - 0.5,0.7743,19.0971,mean
7381,RAD - 0.5,0.7757,18.9846,mean
7382,RAD - 0.5,0.775,19.0396,mean
7383,RAD - 0.5,0.7755,19.0015,mean
7384,RAD - 0.5,0.7762,18.9394,mean
7385,RAD - 0.5,0.7748,19.058,mean
7386,RAD - 0.5,0.7772,18.8535,mean
7387,RAD - 0.5,0.7725,19.2538,mean
7388,RAD - 0.5,0.7751,19.0324,mean
7389,RAD - 0.5,0.7775,18.8289,mean
7390,RAD - 0.5,0.7766,18.9082,mean
7391,RAD - 0.5,0.7762,18.9367,mean
7392,RAD - 0.5,0.7751,19.0357,mean
7393,RAD - 0.5,0.7772,18.8572,mean
7394,RAD - 0.5,0.7729,19.2175,mean
7395,RAD - 0.5,0.7772,18.854,mean
7396,RAD - 0.5,0.7764,18.9197,mean
7397,RAD - 0.5,0.776,18.9542,mean
7398,RAD - 0.5,0.7761,18.9435,mean
7399,RAD - 0.5,0.7734,19.1787,mean
7400,RAD - 0.5,0.7777,18.8162,mean
7401,RAD - 0.5,0.7772,18.8552,mean
7402,RAD - 0.5,0.7765,18.9141,mean
7403,RAD - 0.5,0.7768,18.8868,mean
7404,RAD - 0.5,0.7774,18.8383,mean
7405,RAD - 0.5,0.778,18.7866,mean
7406,RAD - 0.5,0.7774,18.8373,mean
7407,RAD - 0.5,0.776,18.9533,mean
7408,RAD - 0.5,0.7759,18.9606,mean
7409,RAD - 0.5,0.7742,19.1105,mean
7410,RAD - 0.5,0.775,19.0395,mean
7411,RAD - 0.5,0.7759,18.9677,mean
7412,RAD - 0.5,0.7762,18.9371,mean
7413,RAD - 0.5,0.7764,18.9199,mean
7414,RAD - 0.5,0.7756,18.9863,mean
7415,RAD - 0.5,0.7751,19.0315,mean
7416,RAD - 0.5,0.7763,18.932,mean
7417,RAD - 0.5,0.777,18.8686,mean
7418,RAD - 0.5,0.7753,19.0168,mean
7419,RAD - 0.5,0.7733,19.1809,mean
7420,RAD - 0.5,0.7754,19.0041,mean
7421,RAD - 0.5,0.7766,18.9074,mean
7422,RAD - 0.5,0.7724,19.2598,mean
7423,RAD - 0.5,0.775,19.0371,mean
7424,RAD - 0.5,0.7763,18.9347,mean
7425,RAD - 0.5,0.7755,19.0,mean
7426,RAD - 0.5,0.7741,19.1156,mean
7427,RAD - 0.5,0.7775,18.8263,mean
7428,RAD - 0.5,0.7773,18.8437,mean
7429,RAD - 0.5,0.7783,18.7621,mean
7430,RAD - 0.5,0.7766,18.9039,mean
7431,RAD - 0.5,0.7713,19.3514,mean
7432,RAD - 0.5,0.7772,18.8552,mean
7433,RAD - 0.5,0.7757,18.9806,mean
7434,RAD - 0.5,0.7768,18.8901,mean
7435,RAD - 0.5,0.7765,18.9106,mean
7436,RAD - 0.5,0.7771,18.8593,mean
7437,RAD - 0.5,0.7772,18.8534,mean
7438,RAD - 0.5,0.777,18.8752,mean
7439,RAD - 0.5,0.776,18.9532,mean
7440,RAD - 0.5,0.7773,18.8438,mean
7441,RAD - 0.5,0.7744,19.0901,mean
7442,RAD - 0.5,0.7768,18.8847,mean
7443,RAD - 0.5,0.7764,18.9236,mean
7444,RAD - 0.5,0.7783,18.7651,mean
7445,RAD - 0.5,0.7764,18.9233,mean
7446,RAD - 0.5,0.7753,19.0131,mean
7447,RAD - 0.5,0.7749,19.0533,mean
7448,RAD - 0.5,0.7754,19.0081,mean
7449,RAD - 0.5,0.7773,18.8497,mean
7450,RAD - 0.5,0.7764,18.9182,mean
7451,RAD - 0.5,0.7769,18.8768,mean
7452,RAD - 0.5,0.7754,19.0056,mean
7453,RAD - 0.5,0.7756,18.9875,mean
7454,RAD - 0.5,0.7751,19.0312,mean
7455,RAD - 0.5,0.7775,18.8319,mean
7456,RAD - 0.5,0.7766,18.9046,mean
7457,RAD - 0.5,0.7755,18.9973,mean
7458,RAD - 0.5,0.7756,18.9889,mean
7459,RAD - 0.5,0.776,18.9595,mean
7460,RAD - 0.5,0.7756,18.9896,mean
7461,RAD - 0.5,0.7748,19.0575,mean
7462,RAD - 0.5,0.7766,18.9064,mean
7463,RAD - 0.5,0.7759,18.9683,mean
7464,RAD - 0.5,0.7781,18.7759,mean
7465,RAD - 0.5,0.778,18.7892,mean
7466,RAD - 0.5,0.7744,19.0898,mean
7467,RAD - 0.5,0.776,18.9543,mean
7468,RAD - 0.5,0.7756,18.99,mean
7469,RAD - 0.5,0.7761,18.9517,mean
7470,RAD - 0.5,0.7764,18.9211,mean
7471,RAD - 0.5,0.775,19.0421,mean
7472,RAD - 0.5,0.7768,18.8898,mean
7473,RAD - 0.5,0.7779,18.7967,mean
7474,RAD - 0.5,0.7763,18.9346,mean
7475,RAD - 0.5,0.7762,18.9372,mean
7476,RAD - 0.5,0.7776,18.8211,mean
7477,RAD - 0.5,0.773,19.2059,mean
7478,RAD - 0.5,0.7734,19.1739,mean
7479,RAD - 0.5,0.7761,18.9484,mean
7480,RAD - 0.5,0.7761,18.9491,mean
7481,RAD - 0.5,0.7761,18.946,mean
7482,RAD - 0.5,0.7775,18.8309,mean
7483,RAD - 0.5,0.775,19.0411,mean
7484,RAD - 0.5,0.7774,18.8347,mean
7485,RAD - 0.5,0.7773,18.8455,mean
7486,RAD - 0.5,0.7751,19.032,mean
7487,RAD - 0.5,0.7767,18.8978,mean
7488,RAD - 0.5,0.7777,18.8091,mean
7489,RAD - 0.5,0.7723,19.2692,mean
7490,RAD - 0.5,0.7776,18.8211,mean
7491,RAD - 0.5,0.7743,19.0976,mean
7492,RAD - 0.5,0.7768,18.8886,mean
7493,RAD - 0.5,0.7763,18.9273,mean
7494,RAD - 0.5,0.7756,18.9882,mean
7495,RAD - 0.5,0.7753,19.0131,mean
7496,RAD - 0.5,0.776,18.9568,mean
7497,RAD - 0.5,0.7764,18.9207,mean
7498,RAD - 0.5,0.7763,18.934,mean
7499,RAD - 0.5,0.7764,18.9181,mean
7500,TAX - 0.1,0.774,19.1245,mean
7501,TAX - 0.1,0.7748,19.0572,mean
7502,TAX - 0.1,0.7758,18.9711,mean
7503,TAX - 0.1,0.7733,19.1855,mean
7504,TAX - 0.1,0.7758,18.9752,mean
7505,TAX - 0.1,0.7742,19.1093,mean
7506,TAX - 0.1,0.7762,18.9429,mean
7507,TAX - 0.1,0.776,18.957,mean
7508,TAX - 0.1,0.7766,18.9023,mean
7509,TAX - 0.1,0.7742,19.107,mean
7510,TAX - 0.1,0.7765,18.9161,mean
7511,TAX - 0.1,0.775,19.0404,mean
7512,TAX - 0.1,0.7743,19.0974,mean
7513,TAX - 0.1,0.7759,18.9618,mean
7514,TAX - 0.1,0.7772,18.8524,mean
7515,TAX - 0.1,0.7769,18.8793,mean
7516,TAX - 0.1,0.775,19.0423,mean
7517,TAX - 0.1,0.7763,18.9311,mean
7518,TAX - 0.1,0.7746,19.0782,mean
7519,TAX - 0.1,0.7758,18.977,mean
7520,TAX - 0.1,0.7765,18.9159,mean
7521,TAX - 0.1,0.7767,18.8943,mean
7522,TAX - 0.1,0.7743,19.101,mean
7523,TAX - 0.1,0.7759,18.9674,mean
7524,TAX - 0.1,0.7732,19.1903,mean
7525,TAX - 0.1,0.7756,18.9861,mean
7526,TAX - 0.1,0.7751,19.0324,mean
7527,TAX - 0.1,0.7762,18.9363,mean
7528,TAX - 0.1,0.7729,19.2193,mean
7529,TAX - 0.1,0.7763,18.9281,mean
7530,TAX - 0.1,0.7757,18.9803,mean
7531,TAX - 0.1,0.7755,19.0013,mean
7532,TAX - 0.1,0.7758,18.9693,mean
7533,TAX - 0.1,0.7758,18.9713,mean
7534,TAX - 0.1,0.7745,19.0868,mean
7535,TAX - 0.1,0.7741,19.1184,mean
7536,TAX - 0.1,0.7751,19.0285,mean
7537,TAX - 0.1,0.7756,18.988,mean
7538,TAX - 0.1,0.7745,19.0835,mean
7539,TAX - 0.1,0.7768,18.8876,mean
7540,TAX - 0.1,0.7767,18.8967,mean
7541,TAX - 0.1,0.7777,18.8152,mean
7542,TAX - 0.1,0.7769,18.8828,mean
7543,TAX - 0.1,0.7759,18.965,mean
7544,TAX - 0.1,0.7761,18.9439,mean
7545,TAX - 0.1,0.7764,18.9217,mean
7546,TAX - 0.1,0.7755,18.9941,mean
7547,TAX - 0.1,0.7763,18.9266,mean
7548,TAX - 0.1,0.7758,18.975,mean
7549,TAX - 0.1,0.7761,18.9517,mean
7550,TAX - 0.1,0.7769,18.8819,mean
7551,TAX - 0.1,0.7744,19.0884,mean
7552,TAX - 0.1,0.7759,18.9662,mean
7553,TAX - 0.1,0.7763,18.928,mean
7554,TAX - 0.1,0.7768,18.8891,mean
7555,TAX - 0.1,0.7766,18.9015,mean
7556,TAX - 0.1,0.7755,18.996,mean
7557,TAX - 0.1,0.7746,19.0733,mean
7558,TAX - 0.1,0.7756,18.9859,mean
7559,TAX - 0.1,0.7764,18.9219,mean
7560,TAX - 0.1,0.776,18.9566,mean
7561,TAX - 0.1,0.7743,19.1002,mean
7562,TAX - 0.1,0.7763,18.933,mean
7563,TAX - 0.1,0.7751,19.0306,mean
7564,TAX - 0.1,0.7766,18.9065,mean
7565,TAX - 0.1,0.7762,18.9383,mean
7566,TAX - 0.1,0.7728,19.2233,mean
7567,TAX - 0.1,0.774,19.1216,mean
7568,TAX - 0.1,0.7746,19.0718,mean
7569,TAX - 0.1,0.7739,19.1362,mean
